Theta1,Theta2,Lambda1,Lambda2
1.1678839020481506,-0.9667399839622312,6.031969875114291,2.2492565178344
1.1707744906669022,-0.9648129248830635,6.03919363851405,2.249997659008288
1.1736992874349883,-0.9628630603710062,6.0464710941910775,2.250748065964929
1.1766582923524087,-0.9608903904260594,6.053801423740762,2.251507870138653
1.1796515054191634,-0.958894915048223,6.06118379418164,2.2522772025542785
1.1826789266352524,-0.9568766342374971,6.068617357789518,2.253056193757389
1.1857405560006757,-0.9548355479938817,6.0761012519310995,2.25384497374413
1.1888363935154334,-0.9527716563173767,6.083634598897174,2.254643671890535
1.1919664391795255,-0.9506849592079821,6.091216505735451,2.2554524168814325
1.195130692992952,-0.948575456665698,6.098846064083089,2.25627133663893
1.1983291549557127,-0.9464431486905243,6.106522349999009,2.257100558250521
1.2015618250678077,-0.944288035282461,6.11424442379601,2.257940207896831
1.204828703329237,-0.9421101164415081,6.122011329872827,2.258790410779027
1.2081297897400007,-0.9399093921676658,6.129822096546148,2.259651291045939
1.211465084300099,-0.9376858624609339,6.137675735882684,2.260522971720889
1.2148345870095314,-0.9354395273213124,6.145571243531365,2.2614055746282955
1.2182382978682982,-0.9331703867488014,6.1535075985557475,2.262299220320057
1.2216762168763993,-0.9308784407434008,6.161483763266695,2.2632040280017653
1.2251483440338347,-0.9285636893051106,6.169498683055424,2.264120115458768
1.2286546793406043,-0.9262261324339308,6.1775512862269935,2.2650475989821275
1.2321952227967083,-0.9238657701298615,6.185640483834329,2.2659865932945107
1.2357699744021469,-0.9214826023929026,6.193765169512853,2.2669372114760353
1.2393789341569197,-0.9190766292230542,6.201924219315821,2.2678995648901332
1.2430221020610268,-0.9166478506203163,6.210116491550453,2.268873763109445
1.2466994781144682,-0.9141962665846888,6.218340826614945,2.269859913841814
1.250411062317244,-0.9117218771161717,6.22659604683645,2.270858122856396
1.254156854669354,-0.909224682214765,6.234880956310152,2.271868493909947
1.2579368551707986,-0.9067046818804688,6.243194340739489,2.272891128673329
1.2617510638215774,-0.904161876113283,6.2515349672776575,2.27392612665828
1.2655994806216906,-0.9015962649132077,6.259901584370473,2.2749735851444854
1.269482105571138,-0.8990078482802428,6.268292921600734,2.276033599107023
1.2733989386699198,-0.8963966262143884,6.276707689534122,2.277106261144211
1.277349979918036,-0.8937625987156445,6.285144579566836,2.278191661405917
1.2813352293154865,-0.8911057657840109,6.293602263774971,2.2792898875223835
1.2853546868622714,-0.8884261274194878,6.30207939476586,2.280401024533629
1.2894083525583906,-0.8857236836220751,6.310574605531383,2.281525154819463
1.293496226403844,-0.8829984343917728,6.31908650930346,2.282662358030195
1.297618308398632,-0.880250379728581,6.327613699411762,2.2838127110180784
1.301774598542754,-0.8774795196324997,6.336154749143812,2.284976287769556
1.3059650968362106,-0.8746858541035288,6.344708211607591,2.2861531593383737
1.3101898032790016,-0.8718693831416684,6.353272619596739,2.287343393779613
1.3144487178711268,-0.8690301067469184,6.361846485458534,2.2885470560847216
1.3187418406125864,-0.8661680249192788,6.370428300964719,2.2897642081175973
1.3230691715033802,-0.8632831376587496,6.379016537185349,2.2909949085517884
1.3274307105435084,-0.8603754449653309,6.387609644365767,2.292239212808903
1.3318264577329708,-0.8574449468390226,6.396206051806867,2.293497172998264
1.3362564130717678,-0.8544916432798247,6.404804167748747,2.2947688378579114
1.340720576559899,-0.8515155342877374,6.413402379257926,2.2960542526970054
1.3452189481973647,-0.8485166198627605,6.421999052118246,2.297353459339714
1.3497515279841645,-0.845494900004894,6.430592530725595,2.298666496070662
1.3543183159202987,-0.842450374714138,6.43918113798664,2.299993397582012
1.3589193120057672,-0.8393830439904924,6.447763175221642,2.301334194922262
1.3635545162405702,-0.8362929078339572,6.456336922071583,2.3026889154468444
1.3682239286247075,-0.8331799662445324,6.464900636409702,2.3040575827705956
1.3729275491581792,-0.830044219222218,6.473452554257618,2.30544021672219
1.377665377840985,-0.8268856667670142,6.481990889706181,2.306836833300622
1.3824374146731253,-0.8237043088789209,6.490513834841234,2.3082474446338224
1.3872436596545998,-0.8205001455579379,6.49901955967441,2.3096720589394875
1.392084112785409,-0.8172731768040654,6.507506212079159,2.311110680488226
1.3969587740655522,-0.8140234026173033,6.515971917732152,2.3125633095691067
1.40186764349503,-0.8107508229976517,6.524414780060232,2.3140299424576862
1.4068107210738419,-0.8074554379451104,6.532832880193068,2.31551057138664
1.4117880068019881,-0.8041372474596796,6.54122427692171,2.3170051845190605
1.4167995006794687,-0.8007962515413594,6.549587006663202,2.3185137659245356
1.4218452027062838,-0.7974324501901495,6.557919083431387,2.320036295558098
1.4269251128824332,-0.7940458434060501,6.566218498814175,2.3215727492421534
1.4320392312079169,-0.7906364311890611,6.574483221957337,2.323123098651469
1.4371875576827349,-0.7872042135391826,6.5827111995551,2.3246873113013446
1.4423700923068872,-0.7837491904564144,6.590900355847658,2.3262653505390514
1.4475868350803738,-0.7802713619407567,6.599048592625824,2.3278571755386546
1.4528377860031947,-0.7767707279922095,6.607153789242975,2.32946274129931
1.4581229450753501,-0.7732472886107726,6.615213802634505,2.331081998647156
1.4634423122968399,-0.7697010437964463,6.62322646734494,2.332714894240895
1.468795887667664,-0.7661319935492305,6.63118959556294,2.33436137058118
1.4741836711878222,-0.762540137869125,6.639100977164356,2.3360213660239078
1.4796056628573149,-0.75892547675613,6.64695837976352,2.3376948147975334
1.4850618626761418,-0.7552880102102454,6.654759548773004,2.3393816470245143
1.4905522706443033,-0.7516277382314712,6.662502207471997,2.341081788746996
1.496076886761799,-0.7479446608198075,6.670184057083516,2.342795161956848
1.5016357110286291,-0.7442387779752542,6.677802776860659,2.3445216846301666
1.5072287434447935,-0.7405100896978114,6.685356024182068,2.3462612707663575
1.5128559840102922,-0.7367585959874791,6.6928414346568115,2.348013830431906
1.5185174327251252,-0.7329842968442571,6.700256622238914,2.3497792698089603
1.5242130895892927,-0.7291871922681457,6.707599179351684,2.351557491248828
1.5299429546027945,-0.7253672822591446,6.714866677022074,2.3533483933305197
1.5357070277656306,-0.721524566817254,6.722056665025262,2.355151870924428
1.541505309077801,-0.7176590459424738,6.729166672039665,2.356967815261295
1.5473377985393058,-0.713770719634804,6.736194205812576,2.358796114006546
1.5532044961501448,-0.7098595878942447,6.743136753336631,2.3606366513401316
1.5591054019103183,-0.7059256507207959,6.749991781037311,2.3624893080419866
1.5650405158198262,-0.7019689081144576,6.756756734971681,2.3643539615832125
1.5710098378786683,-0.6979893600752296,6.76342904103857,2.366230486223115
1.5770133680868448,-0.6939870066031121,6.770006105200391,2.368118753112208
1.5830511064443555,-0.689961847698105,6.776485313716802,2.3700186304012822
1.5891230529512006,-0.6859138833602083,6.7828640333904255,2.371929983356686
1.59522920760738,-0.6818431135894221,6.789139611824807,2.3738526744818937
1.6013695704128939,-0.6777495383857463,6.795309377694835,2.3757865636455167
1.607544141367742,-0.673633157749181,6.801370641029797,2.3777315082158332
1.6137529204719245,-0.6694939716797261,6.807320693509305,2.3796873632019713
1.6199959077254413,-0.6653319801773817,6.813156808772261,2.3816539814018522
1.6262731031282924,-0.6611471832421477,6.818876242739078,2.383631213556994
1.6325845066804778,-0.6569395808740242,6.824476233947331,2.3856189085143042
1.6389301183819978,-0.652709173073011,6.829954003901071,2.3876169133949463
1.645309938232852,-0.6484559598391083,6.835306757433961,2.389625073770405
1.6517239662330405,-0.644179941172316,6.8405316830864304,2.391643233845844
1.6581722023825634,-0.6398811170726343,6.84562595349707,2.3936712366508655
1.6646546466814205,-0.635559487540063,6.850586725808396,2.3957089242377645
1.671171299129612,-0.6312150525746021,6.855411142087255,2.397756137887396
1.677722159727138,-0.6268478121762516,6.860096329759948,2.3998127183227216
1.6843072284739982,-0.6224577663450116,6.864639402062349,2.4018785059301613
1.6909265053701927,-0.618044915080882,6.869037458505147,2.403953340988828
1.6975799904157216,-0.6136092583838628,6.873287585354394,2.40603706390773
1.7042676836105848,-0.6091507962539541,6.877386856127536,2.4081295154710483
1.7109895849547823,-0.6046695286911559,6.881332332105101,2.4102305370915458
1.7177456944483143,-0.6001654556954681,6.885121062858204,2.4123399710722175
1.7245360120911806,-0.5956385772668907,6.888750086792022,2.414457660876248
1.7313605378833812,-0.5910888934054238,6.8922164317054175,2.416583451405341
1.738219271824916,-0.5865164041110673,6.8955171153668555,2.41871718928651
1.7451122139157853,-0.5819211093838212,6.8986491461067505,2.4208587231673993
1.7520393641559888,-0.5773030092236856,6.901609523426414,2.423007904020175
1.7590007225455266,-0.5726621036306604,6.904395238623731,2.4251645854540764
1.765996289084399,-0.5679983926047456,6.907003275435689,2.4273286240366696
1.7730260637726056,-0.5633118761459414,6.90943061069791,2.4294998796238447
1.7800900466101466,-0.5586025542542475,6.911674215021318,2.4316782156986334
1.7871882375970218,-0.5538704269296642,6.913731053486011,2.4338634997188557
1.7943206367332314,-0.5491154941721912,6.915598086352535,2.43605560347366
1.8014872440187752,-0.5443377559818287,6.917272269790583,2.438254403448971
1.8086880594536536,-0.5395372123585765,6.918750556625284,2.4404597812018842
1.8159230830378663,-0.5347138633024349,6.920029897101127,2.4426716237440274
1.8231923147714133,-0.5298677088134036,6.921107239663667,2.44488982393389
1.8304957546542946,-0.5249987488914829,6.921979531759031,2.4471142808781567
1.8378334026865102,-0.5201069835366726,6.922643720651349,2.449344900342032
1.84520525886806,-0.5151924127489728,6.923096754258145,2.451581595168549
1.8526113231989445,-0.5102550365283833,6.9233355820037605,2.453824285706871
1.8600515956791632,-0.5052948548749043,6.923357155690857,2.4560729002495556
1.8675260763087163,-0.5003118677885358,6.923158430390053,2.458327375478764
1.8750347650876036,-0.4953060752692776,6.922736365347706,2.4605876569213905
1.8825776620158252,-0.4902774773171299,6.922087924911871,2.4628536994130643
1.8901547670933811,-0.4852260739320926,6.921210079476484,2.4651254675709895
1.8977660803202716,-0.48015186511416574,6.92009980644372,2.4674029362755654
1.9054116016964964,-0.47505485086334936,6.918754091204571,2.46968609116073
1.9130913312220554,-0.4699350311796434,6.917169928137607,2.471974929112948
1.9208052688969488,-0.4647924060630479,6.915344321625907,2.47426945877879
1.9285534147211765,-0.4596269755135628,6.913274287092117,2.4765697010809813
1.9363357686947384,-0.45443873953118813,6.910956852051593,2.4788756897428614
1.9441523308176347,-0.44922769811592395,6.908389057183593,2.4811874718211264
1.9520031010898655,-0.4439938512677702,6.905567957420408,2.483505108246754
1.9598880795114306,-0.43873719898672686,6.9024906230544065,2.4858286743739737
1.96780726608233,-0.43345774127279396,6.899154140862864,2.4881582605371735
1.9757606608025637,-0.42815547812597154,6.8955556152504744,2.4904939726155706
1.9837482636721318,-0.42283040954625956,6.891692169409476,2.492835932605523
1.991770074691034,-0.417482535533658,6.887560946497189,2.4951842792002923
1.999826093859271,-0.41211185608816686,6.883159110830897,2.4975391683771018
2.007916321176842,-0.4067183712097862,6.878483849099869,2.4999007739913
2.016040756643747,-0.401302080898516,6.873532371594383,2.502269288377425
2.024199400259987,-0.3958629851543562,6.868301913451548,2.5046449229569783
2.032392252025561,-0.39040108397730683,6.86278973591775,2.50702790885267
2.0406193119404694,-0.38491637736736795,6.856993127627502,2.509418497508926
2.0488805800047123,-0.3794088653245395,6.850909405898467,2.5118169613183934
2.0571760562182893,-0.37387854784882146,6.844535918042442,2.5142235942542035
2.0655057405812007,-0.36832542494021386,6.837870042691994,2.5166387125077208
2.0738696330934467,-0.36274949659871675,6.830909191142558,2.5190626551314934
2.082267733755027,-0.35715076282433006,6.823650808709634,2.5214957846871253
2.0907000425659414,-0.3515292236170538,6.8160923761008245,2.5239384878977456
2.09916655952619,-0.34588487897688797,6.808231410802392,2.5263911763047724
2.1076672846357734,-0.34021772890383256,6.8000654684799855,2.5288542869286337
2.1162022178946907,-0.33452777339788764,6.79159214439321,2.5313282829330968
2.1247713593029425,-0.32881501245905315,6.782809074823629,2.533813654292851
2.133374708860529,-0.3230794460873291,6.773713938515879,2.5363109184639665
2.1420122665674493,-0.31732107428271544,6.764304458131432,2.5388206210568462
2.150684032423704,-0.3115398970452123,6.754578401714617,2.5413433365112694
2.1593900064292932,-0.30573591437481956,6.7445335841704654,2.5438796687731062
2.168130188584217,-0.29990912627153726,6.734167868753907,2.546430251972273
2.1769045788884744,-0.2940595327353654,6.723479168569862,2.5489957511015016
2.1857131773420666,-0.288187133766304,6.712465448083721,2.551576862695427
2.1945559839449933,-0.28229192936435304,6.701124724641702,2.5541743155095604
2.203432998697254,-0.2763739195295125,6.689455070000584,2.5567888711986275
2.2123442215988494,-0.2704331042617824,6.67745461186621,2.5594213249937807
2.2212896526497787,-0.2644694835611628,6.66512153544026,2.5620725063781693
2.2302692918500426,-0.2584830574276536,6.652454084974661,2.564743279760319
2.239283139199641,-0.25247382586125483,6.639450565333024,2.5674345451447897
2.2483311946985736,-0.24644178886196652,6.62610934355853,2.5701472387995317
2.2574134583468406,-0.24038694642978864,6.612428850447563,2.5728823339193614
2.2665299301444417,-0.2343092985647212,6.59840758212845,2.575640841284968
2.2756806100913773,-0.22820884526676422,6.584044101644642,2.5784238099168393
2.284865498187647,-0.22208558653591767,6.569337040541588,2.5812323277234634
2.2940845944332513,-0.21593952237218156,6.554285100456607,2.5840675221431892
2.30333789882819,-0.2097706527755559,6.538887054711012,2.586930560779066
2.312625411372463,-0.20357897774604067,6.5231417499037025,2.589822652026003
2.3219471320660703,-0.1973644972836359,6.507048107505453,2.5927450456895484
2.3313030609090117,-0.19112721138834154,6.490605125453108,2.5956990335956016
2.3406931979012877,-0.18486712006015762,6.47381187974281,2.598685950190313
2.350117543042898,-0.17858422329908416,6.456667526021466,2.601707173129464
2.359576096333843,-0.17227852110512112,6.439171301175566,2.6047641238565635
2.369068857774122,-0.16595001347826854,6.421322524916453,2.6078582681688873
2.378595827363735,-0.1595987004185264,6.403120601361161,2.61099111677071
2.388157005102683,-0.1532245819258947,6.3845650206078925,2.614164225812899
2.3977523909909646,-0.14682765800037342,6.365655360305173,2.617379197418099
2.407381985028581,-0.1404079286419626,6.346391287213736,2.6206376801906437
2.4170457872155318,-0.13396539385066222,6.326772558760153,2.6239413697104035
2.4267437975518167,-0.1275000536264723,6.306799024581182,2.6272920090096714
2.436476016037436,-0.1210119079693928,6.286470628057845,2.6306913890322594
2.4462424426723897,-0.11450095687942374,6.265787407838169,2.6341413490739103
2.4560430774566777,-0.10796720035656512,6.244749499347532,2.6376437772031305
2.4658779203903,-0.10141063840081695,6.2233571362855535,2.641200610661556
2.4757469714732565,-0.09483127101217921,6.2016106521084025,2.644813836242914
2.4856502307055477,-0.08822909819065192,6.179510481495441,2.648485490649672
2.495587698087173,-0.08160411993623506,6.1570571617990355,2.6522176608264143
2.5055593736181327,-0.07495633624892865,6.134251334476413,2.656012484269018
2.5155652572984266,-0.06828574712873269,6.111093746502396,2.6598721493086357
2.525605349128055,-0.061592352575647165,6.087585251761805,2.6637988953695393
2.535679649107018,-0.054876152589672086,6.063726812420355,2.667795013199829
2.545788157235315,-0.04813714717080745,6.039519500272826,2.671862845074007
2.5559308735129465,-0.041375336319053255,6.014964498067276,2.676004784966435
2.566107797939912,-0.0345907200344095,5.990063100804041,2.6802232786946387
2.576318930516212,-0.02778329831687619,5.964816717008274,2.684520824031464
2.5865642712418464,-0.02095307116645332,5.939226869974764,2.688899970785047
2.596843820116815,-0.014100038583140892,5.913295198983702,2.693363320845559
2.6071575771411184,-0.007224200566938904,5.887023460486159,2.6979135281977054
2.6175055423147557,-0.0003255571178473572,5.860413529257915,2.702553298897918
2.6278877156377276,0.006595891764133748,5.833467399520335,2.707285391015193
2.6383040971100336,0.013540146079004414,5.806187186026973,2.7121126145345347
2.648754686731674,0.020507205826764636,5.778575125114542,2.7170378312219263
2.6592394845026486,0.027497071007414418,5.750633575716905,2.7220639544497898
2.6697584904229577,0.03450974162095376,5.722365020340734,2.727193948981853
2.6803117044926013,0.04154521766738266,5.693772066001469,2.7324308307163747
2.690899126711579,0.04860349914670112,5.664857445118198,2.737777666386671
2.701520757079891,0.055684586058909136,5.6356240163660685,2.743237573217854
2.7121765955975374,0.06278847840400673,5.606074765484886,2.748813718538753
2.7228666422645182,0.06991517618199387,5.576212806042454,2.75450931934794
2.7335908970808336,0.07706467939287058,5.546041380151318,2.760327641832814
2.744349360046483,0.08423698803663685,5.515563859137482,2.7662720008406954
2.755142031161467,0.09143210211329267,5.484783744159714,2.7723457593008685
2.765968910425785,0.09865002162283805,5.453704666778055,2.778552327596567
2.7768299978394375,0.10589074656527299,5.422330389470128,2.7848951628858334
2.787725293402424,0.11315427694059749,5.390664806093856,2.7913777683702654
2.7986547971147453,0.12044061274881154,5.358711942295196,2.7980036925106058
2.809618508976401,0.12774975398991514,5.3264759558595145,2.8047765281882007
2.8206164289873907,0.13508170066390832,5.293961137005218,2.8116999118113233
2.831648557147715,0.14243645277079103,5.261171908618268,2.8187775223653837
2.8427148934573734,0.14981401031056332,5.228112826426211,2.8260130804060775
2.8538154379163663,0.15721437328322518,5.194788579110381,2.8334103469945116
2.8649501905246937,0.1646375416887766,5.161203988354914,2.8409731225733945
2.876119151282355,0.17208351552721757,5.127364008831243,2.848705245783363
2.887322320189351,0.1795522947985481,5.093273728116783,2.8566105922185687
2.8985596972456813,0.18704387950276818,5.058938366546442,2.864693073120653
2.909831282451346,0.19455826963987782,5.024363276995726,2.8729566340102517
2.9211370758063446,0.20209546520987703,4.98955394459414,2.8814052532552195
2.932477077310678,0.2096554662127658,4.954515986367622,2.890042940574768
2.9438512869643456,0.21723827264854412,4.919255150808805,2.898873735478751
2.9552597047673475,0.224843884517212,4.883777317373865,2.907901705641342
2.966702330719684,0.23247230181876943,4.848088495904788,2.9171309452084078
2.9781791648213543,0.24012352455321642,4.81219482597589,2.926565573037877
2.989690207072359,0.24779755272055298,4.7761025761634395,2.936209730872459
3.0012354574726983,0.2554943863207791,4.739818143237293,2.9460675814441117
3.012814916022372,0.26321402535389476,4.703348051273454,2.956143306509647
3.02442858272138,0.2709564698199,4.6666989506865075,2.9664411048169548
3.036076457569722,0.2787217197187948,4.629877617180909,2.9769651900013385
3.047758540567399,0.2865097750505791,4.592890950620174,2.987719788411481
3.0594748317144096,0.29432063581525303,4.555745973812998,2.998709136864634
3.071225331010755,0.3021543020128165,4.518449831215399,3.009937480330657
3.0830100384564347,0.3100107736432695,4.4810097875480395,3.0214090695445415
3.0948289540514486,0.3178900507066121,4.4434332263278895,3.03312815854718
3.106682077795797,0.3257921332028442,4.405727648313449,3.045099002154094
3.1185694096894796,0.33371702113196594,4.36790066986279,3.0573258533519683
3.1304909497324966,0.34166471449397723,4.329960021203738,3.0698129606228375
3.1424466979248478,0.34963521328887803,4.2919135446155545,3.0825645651958467
3.1544366542665334,0.3576285175166684,4.2537691925214975,3.0955848982265586
3.1664608187575536,0.36564462717734836,4.215535025491777,3.108878177903833
3.178519191397908,0.3736835422709179,4.177219210156363,3.1224486064843697
3.1906117721875966,0.3817452627973769,4.138830017027257,3.136300367255065
3.2027385611266195,0.3898297887567255,4.100375818229833,3.1504376214233782
3.214899558214977,0.3979371201489637,4.061865085142934,3.1648645049359954
3.2270947634526683,0.40606725697409146,4.023306385947499,3.1795851252261214
3.2393241768396943,0.41422019923210873,3.98470838308349,3.194603557889796
3.251587798376055,0.4223959469230156,3.9460798306150284,3.2099238432917265
3.2638856280617494,0.430594500046812,3.9074295715036453,3.225549983101157
3.2762176658967785,0.438815858603498,3.8687665347897138,3.241485936758396
3.2885839118811417,0.4470600225930735,3.830099732682062,3.2577356178726973
3.3009843660148395,0.45532699201553856,3.79143825755598,3.274302890552231
3.3134190282978717,0.4636167668708932,3.7527912788598266,3.2911915656670185
3.325887898730238,0.4719293471591374,3.714168039930508,3.308405397045691
3.338390977311939,0.48026473288027116,3.675577854718225,3.3259480776071224
3.350928264042974,0.48862292403429447,3.6370301044209548,3.3438232354279642
3.3634997589233433,0.49700392062120735,3.598534234029139,3.362034429747256
3.376105461953047,0.5054077226410097,3.5600997487812704,3.3805851469093513
3.388745373132085,0.5138343300937017,3.521736210530986,3.3994787962464614
3.4014194924604575,0.5222837429792833,3.483453234026521,3.418718705902243
3.414127819938164,0.5307559612977543,3.445260483103336,3.4383081185979107
3.4268703555652054,0.5392509850491148,3.407167666790875,3.4582501873424647
3.4396470993415806,0.547768814233365,3.3691845353345125,3.4785479710886813
3.4524580512672904,0.5563094488505047,3.3313208761337907,3.499204430336657
3.4653032113423348,0.564872888900534,3.2935865095981818,3.5202224226867287
3.478182579566713,0.5734591343834529,3.255991284921678,3.5416046983437295
3.491096155940426,0.5820681852992613,3.218545075777596,3.5633538955746036
3.504043940463473,0.5907000416479593,3.1812577759351246,3.5854725361215145
3.5170259331358547,0.5993547034295469,3.1441392947991718,3.6079630205726656
3.5300421339575703,0.6080321706440239,3.107199552875219,3.630827623693161
3.5430925429286204,0.6167324432913905,3.0704484771609497,3.654068489718295
3.556177160049005,0.6254555213716467,3.0338959964665535,3.67768762761181
3.569295985318724,0.6342014048847925,2.997552036665658,3.701686906291704
3.582449018737777,0.6429700938308278,2.961426515878991,3.726068049826307
3.5956362603061645,0.6517615882097527,2.925529339592926,3.750832632603405
3.6088577100238863,0.6605758880215672,2.8898703957152136,3.7759820744753387
3.6221133678909423,0.6694129932662712,2.8544595495702505,3.80151763588304
3.6354032339073328,0.6782729039438647,2.8193066388363786,3.8274404129621176
3.648727308073058,0.6871556200543478,2.784421468427788,3.853751332634178
3.662085590388117,0.6960611415977205,2.749813805323723,3.880451147686656
3.6754780808525105,0.7049894685739827,2.7154933733477096,3.9075404318445557
3.688904779466238,0.7139406009831345,2.681469847899783,3.9350195748375705
3.7023656862293004,0.7229145388251759,2.647752850644596,3.9628887774661563
3.715860801141697,0.7319112821001068,2.614351944158577,3.991148046670232
3.729390124203428,0.7409308308079273,2.5812766265392497,4.019797190604279
