Theta1,Theta2,Lambda1,Lambda2
3.7429536554144933,0.7499731849486374,2.5485363259800486,4.048835813722682
3.7565513947748927,0.759038344522237,2.5161403953139843,4.0782633118792795
3.7701833422846267,0.7681263095287261,2.484098106529633,4.1080788674451645
3.7838494979436947,0.7772370799681048,2.4524186452630587,4.1382814444488485
3.7975498617520973,0.786370655840373,2.421111105269299,4.168869783743048
3.8112844337098344,0.7955270371455309,2.390184482877214,4.199842398202373
3.8250532138169056,0.8047062238835783,2.359647671431537,4.231197567956332
3.8388562020733112,0.8139082160545152,2.329509455726106,4.26293333566211
3.852693398479051,0.8231330136583418,2.299778506432289,4.2950475018217285
3.8665648030341253,0.8323806166950578,2.2704633745267726,4.327537620148174
3.8804704157385337,0.8416510251646634,2.241572485722898,4.360400992985254
3.8944102365922766,0.8509442390671585,2.213114134909895,4.393634666785981
3.908384265595354,0.8602602584025433,2.1850964806043596,4.42723542765431
3.9223925027477655,0.8695990831708176,2.157527539418487,4.461199796955238
3.9364349480495116,0.8789607133719815,2.130415180549581,4.49552402699821
3.9505116015005917,0.8883451490060349,2.103767120295486,4.53020409679896
3.9646224631010063,0.8977523900729779,2.0775909166006454,4.565235707924868
3.9787675328507555,0.9071824365728104,2.051893963637533,4.600614280429092
3.9929468107498387,0.9166352885055324,2.026683486428336,4.63633494887867
4.007160296798256,0.9261109458711441,2.0019665355117624,4.672392558481922
4.021407990996008,0.9356094086696453,1.9777499816599589,4.7087816613205105
4.035689893343093,0.945130676901036,1.9540405106505614,4.745496512691526
4.050006003839513,0.9546747505653164,1.9308446180989491,4.782531067565062
4.064356322485268,0.9642416296624863,1.9081686043558477,4.819878977162736
4.078740849280357,0.9738313141925458,1.8860185694754577,4.857533585662678
4.0931595842247805,0.9834438041554948,1.8644004082593029,4.895487927036498
4.107612527318538,0.9930790995513333,1.8433198053811153,4.933734722023791
4.1220996785616295,1.0027372003800616,1.8227822305979857,4.97226637524978
4.136621037954056,1.0124181066416795,1.802792934053155,5.011074972491646
4.151176605495817,1.0221218183361869,1.7833569416757755,5.050152278099174
4.165766381186912,1.0318483354635837,1.7644790506830121,5.089489732575284
4.180390365027341,1.0415976580238702,1.7461638251898761,5.129078450322082
4.195048557017104,1.0513697860170461,1.7284155919321855,5.168909217557963
4.209740957156202,1.0611647194431117,1.7112384361080557,5.20897249041141
4.224467565444635,1.0709824583020668,1.6946361973433275,5.249258393196992
4.239228381882401,1.0808230025939116,1.6786124657863137,5.289756716879106
4.254023406469502,1.0906863523186459,1.663170578337267,5.330456917728984
4.268852639205937,1.1005725074762698,1.6483136150179298,5.3713481161804
4.283716080091707,1.1104814680667832,1.6340443954865136,5.412419095889508
4.298613729126811,1.120413234090186,1.6203654757034136,5.453658303004185
4.313545586311249,1.1303678055464785,1.607279144752955,5.495053845648171
4.328511651645021,1.1403451824356605,1.5947874218263998,5.536593493625276
4.343511925128128,1.1503453647577322,1.5828920533714101,5.57826467834883
4.35854640676057,1.1603683525126933,1.571594510413092,5.620054493001439
4.373615096542346,1.1704141457005441,1.5608959860517104,5.6619496929301265
4.388717994473455,1.1804827443212844,1.5507973931420724,5.703936696281718
4.4038551005538995,1.1905741483749142,1.541299362159509,5.746001584883348
4.419026414783678,1.2006883578614336,1.5324022392573022,5.788130105372765
4.434231937162791,1.2108253727808425,1.5241060845203291,5.8303076705830685
4.449471667691239,1.220985193133141,1.5164106704195714,5.872519361186341
4.4647456063690205,1.231167818918329,1.50931548047205,5.914749927600543
4.480053753196136,1.2413732501364068,1.5028197081106547,5.9569837921638875
4.495396108172587,1.251601486787374,1.4969222557681627,5.999205051580751
4.510772671298372,1.2618525288712308,1.4916217341796774,6.04139747964306
4.526183442573491,1.272126376387977,1.486916461907562,6.083544530230911
4.541628421997944,1.2824230293376129,1.4828044650927616,6.125629340595995
4.557107609571732,1.2927424877201383,1.4792834774363377,6.167634734931293
4.572621005294854,1.3030847515355533,1.4763509404148156,6.209543228230218
4.588168609167311,1.3134498207838579,1.4740040037328093,6.251337030438273
4.603750421189101,1.323837695465052,1.4722395260162218,6.292998050900081
4.619366441360226,1.3342483755791357,1.4710540757491206,6.334507903104406
4.635016669680685,1.3446818611261089,1.4704439324572276,6.375847909729565
4.650701106150479,1.3551381521059718,1.4704050881407336,6.416999107991476
4.666419750769608,1.3656172485187241,1.4709332489589895,6.457942255296261
4.68217260353807,1.376119150364366,1.472023837169378,6.498657835199158
4.697959664455866,1.3866438576428974,1.4736719933224658,6.5391260636712145
4.713780933522997,1.3971913703543184,1.4758725787153362,6.579326895674979
4.729636410739463,1.407761688498629,1.4786201781047228,6.61924003205018
4.745526096105263,1.4183548120758291,1.481909102681369,6.658844926710057
4.761449989620397,1.428970741085919,1.4857333933067747,6.6981207941487915
4.777408091284865,1.4396094755288982,1.4900868240132366,6.737046617260143
4.793400401098668,1.4502710154047669,1.4949629057678337,6.775601155467177
4.8094269190618055,1.4609553607135253,1.5003548905007404,6.813762953162581
4.825487645174277,1.4716625114551731,1.5062557753979828,6.851510348458856
4.841582579436083,1.4823924676297107,1.5126583074584583,6.888821482247284
4.857711721847223,1.4931452292371377,1.5195549883147808,6.925674307564319
4.873875072407698,1.5039207962774543,1.5269380793171872,6.962046599263636
4.890072631117507,1.5147191687506605,1.5347996068794698,6.997915963991885
4.906304397976649,1.5255403466567563,1.5431313680855812,7.03325985046568
4.922570372985127,1.5363843299957416,1.5519249365552654,7.06805556004718
4.9388705561429385,1.5472511187676163,1.5611716685667234,7.102280257615168
4.955204947450085,1.5581407129723808,1.5708627094340368,7.1359109827282285
4.971573546906566,1.5690531126100347,1.580989000136741,7.168924661076241
4.98797635451238,1.5799883176805782,1.5915412841985712,7.201298116216074
5.004413370267529,1.5909463281840113,1.602510114812157,7.233008081586982
5.020884594172013,1.601927144120334,1.6138858622059935,7.264031212800848
5.037390026225831,1.6129307654895462,1.6256587212497935,7.294344100202025
5.053929666428983,1.623957192291648,1.6378187192938773,7.323923281691193
5.070503514781469,1.6350064245266394,1.6503557242379925,7.3527452558072195
5.08711157128329,1.6460784621945201,1.6632594528245592,7.380786495060687
5.103753835934445,1.6571733052952906,1.676519479151,7.408023459512305
5.120430308734935,1.6682909538289505,1.6901252433954657,7.43443261058913
5.1371409896847595,1.6794314077955002,1.7040660607499163,7.459990425131013
5.1538858787839175,1.6905946671949392,1.7183311305541473,7.48467340965944
5.17066497603241,1.701780732027268,1.7329095456240196,7.508458114860424
5.187478281430237,1.7129896022924862,1.7477903017667722,7.531321150272845
5.2043257949773984,1.7242212779905939,1.762962307475964,7.553239199173106
5.2212075166738945,1.7354757591215912,1.7784143937982253,7.574189033646737
5.238123446519724,1.746753045685478,1.7941353243636544,7.5941475298371035
5.255073584514888,1.7580531376822546,1.810113805571339,7.613091683361002
5.272057930659387,1.7693760351119205,1.826338496921146,7.630998624880615
5.28907648495322,1.7807217379744762,1.842798021482551,7.647845635820839
5.306129247396387,1.7920902462699213,1.8594809764909905,7.663610164220691
5.323216217988889,1.803481559998256,1.876375944061821,7.678269840707114
